Title,Title2,Author,Description,Image URL,Genres
"Harry And The Dinosaurs Say ""Raahh!""","Harry and the Dinosaurs say ""Raahh!""",Ian Whybrow,Harry needs to visit the dentist and hopes the dinosaurs will behave when he gets there. Harry needs to visit the dentist and hopes the dinosaurs will behave when he gets there.,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAKIAhQMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAFBgMEAAIHAQj/xABDEAACAQMDAQYEAgcFBQkAAAABAgMABBEFEiExBhMiQVFhFHGBkTKhI0JSscHh8AcVJILRFjNykvEXNUNEU2JjorL/xAAbAQACAwEBAQAAAAAAAAAAAAADBAECBQAGB//EADERAAICAQMDAwEGBgMAAAAAAAECAAMRBBIhBTFBEyJRcTIzYYGRsRQjNELB8Aah0f/aAAwDAQACEQMRAD8AuW2O8+lQajq0Fm/d4aWX9hfL5nyqceFmIGcKT8sUp6fELm+h+Jk8Er7nPr51jIoPJmZWgbJMKHXrgtlLVWXz2lifviiOn6pHe+FR3bjkqfP5VpqB1AOkGkxRpAYwRKFDDdnoeRjHrg0Fi0DVS1w95cAyM5cMhwDxjAPBHz9qvsXHPEN6dZXJOP3jWODxUsNu9yWERjDJgne+3P8ArSvp2gW0pTvheuR/vZJbxuvsFNG9O7PRQ3Pe2E93bucZKTFs46cNmqgUq38w8QRStTjMY9NtjGXSQ4cdQCCPuPlU80MMP6S4mSNM4y7AZPpzWmkaU1iZZJr25u5ZdoLzkcAZwAAAB1PlUfatSdH8IUsLm3xu6Z75MVnPte/CHgyu0Z4hASwQMkHeoHf8ClgC3yHnUuM0EvFuf780s3CQADvyCrH/ANP3HFRy65dRpcd3FbuUt4J0YBgpEjsuB6jjII61U6dmxt8y2w+IfAxWwz5UH+L1b4+5s447J3gtklz4xvZi4A9uUH3q1pupC5snvZCgthEj5AIIO3LA/LIHzzQzQ4GZ20wiFFZihc2tiF2V7SXK784ZTjbtz9fGB8xipre5Nzq2Fz3KQHjdw5L4DY/yNg+9T6DgZM7aZfxxWBaBrq7m9hlkheOFosN4wQoaQhWPz2n6ZorZXTXURk7p41z4NwxuGAc/nUtUycmcVxLG2sr3k17Q8SJzPUrt7WH9DgyytsQH1P8AX50sJF+jJ6jO3J6ZGM/vFWtbvYbp4RBch4weV2nwnI56fSobRIiArMAxztViMjzJreUAJHqKio5En0jUhptztlkb4VuHHUKfI1Y1zU5tQka305ibderLnxn/AEqzY9npLmJZnVYo8Z3Snbmiun6TDZ3UEbtHmYHuj5NjqB70tZei84yYdNKHsziDOzlvLDfJtL7JIyCG8z5fWuhWEKRx8DLeZxQa206Q6mYJdNIg27viSVwT6dc0b7v4MId7tEcK2452ehz6Vn3akOQIPVaA/bUy0DjrUd1aW15F3d1EJY9wbafUHIP0Nbt1GK3B45oQyDmZsFXkkD6vFbnT3nmghMySbwAFJ2kcnqfccio7KHR7qPaloQ2RbSRuG3R7RvCNg8AdRzjng81k8vddplkeObYbMLvWFmUHfnGQOtUp7edNWhuyLiOO5uiGCbh4BAyhnA6ZbGM+1OKuQBnHEIIxx2sEV010qYuHRUZ8nLAdAfufuar2thHBp7WjohWQs0qhcKzOSzYHpkmliH+8bfTdOe1F61zJZuk6uXJ3jB53dG6gH3q9fpdNMWsJJUtmRDiWN2QyeLIIHiAIxnHQ7feqmo9t07H4w2um2Q3gWsYDghvD1zjOfngfatreytbZzLb26RyMMFgOcZzj5ZPT3paujfzSQGGK8hcvIkgLOSAYG25I4279uDzzzWl9NdXELCP+8F/wlr+BZFPeCXx4x57etSKGPdp20/MZk02xVCgtYyhIyCuQcEkZ+5+9T29vHbRrHBHsQeQOcUFsknttZKxmSW02kDve83ReEfrE4dT78g5+hovn1oNmRxnMo3En6dayqxasocrmIGs2U+qkQwaOIrkqZFbvFG9fMH7ilGSCe1TfdW8kIY7Qz88gkH91dKsbhVt9Mu3OAC0bHzIIx+9asNCj397p7opjn/SoGGdrEdf+YZo9Gqar2Y4nsLEDd5z7TE1SdVk08TXKRtuVQm4K2P5UR7Ss9zZWpRZI5fiB4WGCrFcdP8tT33b6002+xapKzbFMyxgcSAnOPIZGMnyx0pf1j+0C51C9FxDplrDgcb2Lk+/lzWhXXfYclcCKvWVsFlY5E6No51BI4YRdNOFQB2lXdz8+v50b7ieRSJJhtPBCoBkfXNcq07+0fUrYhZbC1ki9ELIfvzTr2c7a6XrbiBXa2uj0hmIG7/hPQ0nqNG6nft/SZVq6xB7s4jLhUQKBjaMCsU8ZNYTxkV7JkodgBbHAzjmk+8z56WwCaqahPNbWzSQwtK+9BtUZOCwBOPPAyfpQpdKu0WKOXuniiZSCXO4KGYnoPxEFefPHvRDSLU20E3JaNpCYQwIKxjAUc+g/LFHKBRnOZbGINGsXwuLwA28iwX6WwhCEM6MEOc5PI3ny/Vo3JdwJMsLTIJWOFUtyT1/dQL+5LiaXULjEMN014LqznB3EEIq7W46EKQR6NUl1p19c3aStHAqpcwzd2kmAdoAbJ28n0J8gKIyVtjnEkgGT65q3caNqFxY3EJuLaFpADhsYz1GfavdW1RY9NuLnT7mBngdA5GHC5Zcg8+hNCbzQdTubSeM/Dh5LB7UAPhFJYEbQF4XH1q5qWk3tzLevFHDi4gt4wGkxgxyMxzhemG4+VWCVDGT/ALxOAEIXmpoum3N1YPFcGHjaGyMjHBx54NTWkly4m+JjVdszLGVBG5AeCRVN7O5N3qUqxwFblItgZzgsuc7sD3/Kim7nJ60FwqjAlTM5Plisr0nNZQpWIl5ew22nXWnksZYZ/BtHQbs/uNKfajtXdXzwxWkhhKRGOd043YJ4B9MVBqd5PbQyydy6tMuwFvU+dLg4GOTzWvo9Io9zcz2rgdhNG8JUY4xivAuSQf8ALUr4YZPGK05IweDWpBkT1D+q55r1CVbIOecg+mKyNDO21OWCkj3x5VcsNKv9QJFjZzT46iNCfrUGdxidI/s/7YG+26VqkmbnGIJmPMuPI++Pvin4e1ck03+zTtJMi3ebezlXDRiSQhweMdAcfeunWc7NKYg8koSQws8iBdzBc5XH6vBrG1mmAO9PzmDrNKoJevt5ksV7byuVimRyG2nacgH0z9KsHODStoYe11m80gLlYmMoc/rRs24fvI+lHYdUgndlGVxkHeQOQcEfnQNXp0pICHIIBiGwntLajC48zUIuIDN3XfR95+zuGa2VllUlGVlPBwc0s6jazadbyqZO7tf1ZsAhORjd/rQKa1sOCeZTB7YjTn0qpqF0bSHftyT6+VC4b2O4TfDeM4Tk4l/CPkPP51fmtpLnT4e8bfMBubI656j+vSiisUuC/Il0AL7W4hK0s72a27092W/YZv4ikztDqnafSu0kEEFnBLYXAG1ihxHggMXbyxkH5Gmrs/cSw/o3d0U8LK34T6Bs9DRLUQpnVsDc0eHHlkf9a2b00qVm5FBEKU9PORKzQlQu14pVIyHjYYNZVFrHuyfhJ5rdTyyxMNpPrgjispMDpzcnIgcicc7TSqYIVDDO85GenFAUPhAAq9e2yCxl2oO8gkO446jP86i0bT7rVLhLazTe56t5L7mndOAteJ7Ns7pEkJkkVFBLOdqgeZpk0DshPrNp3sH6NSuFkkHhV1PIx1wQfLoRTh2c7HWem7Lm/ImuF5IP4E6ffpn2zThDtMamMLsIBXb0x5VD3DxBtmL3ZfsZpukASSRi4uSPE8i5Uc58I8ug5ptRRCqC3hUZYAhQFwPWoE8JFSQSCUA8cEj7GhbyeTFrRmEI2BTBHFCGy1xIAqqsUr4VfM+p/P7miCS7C27hQMk+1DAWS2eVgdx3SEeeTk0pq7MJgeZmaslV2jzAeg9/P2i1Oe4RUmWGOLAPGQTz+4/ag1lfXNrraWtwgL3ErIkpbwbtxycepI9av9ld83aC/wBQvHRHlVSoBwrgqAPn50Q0ywtr6KCe5hDvC6ywnzVsk/xoeoIVsNyMD9p1D/w+9iIWsbYW0TDjLsXbau0EnrxQntHoNzrdxAnxohs1GWjCklm9fSjkjiOJmPRQTQ19dtoL+106Vyb24yRGgzgZIyfQcH7UpSz7sp3iKNaWLr3lBuzx0y3H90ln2/iikxl/kcDn51vp2rGJe6uEbanB48SexFHVmidzGJELqMldwyB8qparpUd8neJ4LpQQkgH5H1FMrdv9l36wLbs5PeWk7uaMvC4KSDkqQVcfxqQAhQpdmA6bjmlnSbqS1uBu8Mcj7ZE/ZbOM/emfFCuRqjtzxO3sRiZWV6BXlCkTjbQI95KjKGS4jwSfsfyxTN2RNtaGa2gsPhSDlvEW3e5NKq3ObeCTH4SUPuP6xVzvJ3lkgaeTayh4sNj+ZrUUkDBnuxjvOmxPuUHHWrELAcVzvTu2ltaGOC/nDP8AhYpyw+Ypt0/WrG+ANtdwv7Bxn7VYK3xBOAfMOyIki4cZHkKnt49o4AwBxQiyt0XUp7wT7mlUBYw3C46nHqeK01/X/wC6U2xwSMQod3XGQu4DwjzPNFVSe0RsOOIQ1G6j7z4VG8XWU+g9PrWqTK4GDz70MkeOeGC4tyDG42k4555/eD9TXqSFH9KyHc3ndMLXbltwZWt+zphnu3OoXBjmkLpEAAsftjkH8qpaXJLZW9vMT+jKLEx81OSM46EcgY+VGhejftz0/Fx0HrQWFVnnvtKnbuyHE0WD+EN4sfequWK5bxHunM9oZH5H4wlrWtR2ekXEki4l4jjQt+JjwMe3B+1c2vZ9Tu9S1DUFVmu5gDDJHhdg/ZUZznk0z9qTdxWcEF7ZwbJX7yC4DEsoIGV6cE9frQaJ4LdRNcyCNM4BPABwa0tEgVN3kzW0ejrqUkeT/wBS32AsdStdXje4Wdlw3hHiAJB4ZugycfauiWl2k1p33fRumWBkjPhwCf8ASuWTdotfmeK02COAeUaFe8TpnOehHpiiOkwX5twlzcvsdAsidA+CSM/LOOPTnNWt0r2He+BMnqorB3Z93wIY7wXHfyx5AkcsvHmTx+8Ux3et6bZy9zc3caTDqnJI+eOlLYhmaN1tpUilWJpAzDIXaOuPnihujdiZdRt/iJ7uWC4k8TZQMM5POfOuahbj7j2mfptP6uTmP0V7azRCSKeNkPGQfOsrn972avIL6S3sp2aKNEy9ydu5iMnbjy6VlLtpFBxuktQoOMxYjRRJdw4J8O+Mdff+NeTXpm7rujsKAoWBAJ9hUMt8tq6TIATtKc/lQVLWK6mkbvpC5ORtGPOn6aS/JE9FrNUtQ2zrukdh9DbR4RLLNFeyIC7zRho+R0+XvSp2t0J+x93A57t7e5bMbL+BiOfCcZB/lVLSJtcsJ47jTL+aVN2xhMzNGPYqTgdPY1F2w1W919LJLq0ktJLVGMkZJCtuxhgPL+dGostS33Yx8j/ImbsrI3o0PaT2xitFYoHRmxnfAWP/ADA80O1/tUdTDCDf3jYDvgLwOgABOBn1oHo+lm8lSBpfG3AUjJz7Zp1sOwEyH/GLsAGT3o3YHl4V/iRTxvqQnYnJnM9ZGHct+AE37NdqbVtMhsLzbE6R7FcAnew5DEevHPrmtbfUp1nLu6pIp5Vzu256DGflUXajszb2d7bJY3M5vgoUxPEEjYHJG0g+xP8ApVLSXMeoNc6hC8fdLgA5IU45Oeefb1NKVLRWzuVyT4iuprexQcYA7f8Akkk1iGeSSAXc/UxlQ+wAnGfT2qzo00I1SC6t5omSWPu2BkAJOW59hwfuPWlftfp4j1Rp4IipuF7xkYglGJxjj5j71KnYTXm08Xq28GSm8Rb8SbcZzj+dOahNLbp1QsE3fhJ0Yal94BJEZ9c1Sw1xLd11JikAY/DiQbpHyAOD0x8umaqXKWcWlyyXDCXu138kbcjzxSFHbTyTIIRmbcAoUeIn0ovr8WsWIjtNR7pRNGJVWM8Ffv8A1xUV9I9FlrVsiaKdTQIVI5jPoOLgG4Y7y5zv9qv3+p2+mSxpcZVXUlSqE+YpU7N6ndQIlmtq0vUIVPJqHXdQn1K7Ukd2kYIVNvIPn+6ip013uxYPbMBwWcljH3QtTgv71Xt9xjjBDs4wCCD+XT8qadMmPcyN3UvcJllK8EqPr08vpS52X0m3trYo0gXukV5d2P0khXnHsOMCnTQ7aIwuZW3qW8KQkgKOnT55NJvo0B3IeP8AEY0z+nknsYAu5TcT/EXMeGkAZcjHh8seo96ynt4Lcxxr8OHRBhRt/CKylH0BZs7pRqyTndPn1tCtrkCOVpSoJPD45+1aJ2Xto7q3SzM/eyPtB7ziiUcoEvDjzq9aS92805ZSYoWZTnoxwo/fSVN1wbucT1GqCCssOTJLuZIoJdOthGLUOCfAOWXHIPpn61Z0TS7fXJLh73O6AIFCgAEYIGR54wMUEeVFRQrDAFHuw91Gs94GkUBkQ8nHQn/Wg6i2/YzDMoulpqQYHMuf7D6Qcb/iWA/+XH7hV6e+S0mghhTF0sgWGNcATx5wQ2OOMdT/ABq/JqFkvDXluCfIyrS1Hc2kl1dSI9o80kxwzOd3d9Dj+FD6ZZfbYfUJxEtbYtKZQczd5LuWQz6vau0VupESRNt25yOGHXAJ/Kr9hp0Nvbys3/ir+K4HK+4AB5z60NZYrm7ttOtphDbplnkcFgvpn65q3qOqXFpGEtJba1EkeJGluSdw9SDlifoK3EostPt4EyVbcmbTk/E01yK7s4I45dMe+EMZdlQKHdc7g2eDwR0Wq+idpbK97m0gH+KcZAadUckcEYI6+1UraeeSRGhuLu9CnhbezCp/zvzSR2s2DtRf/DgxATbhg8q2Bkg/Onx01bl255HkiSjgHzj6xv1G2h7N3DyRaR3SuCxujMZOD1UE/haquu9o+zus6YI57ORbtF2xyMviH+YHH3+1baB2vguoU0ztSkc0fAS5ccHyG8eR/wDcKh7TdiHtc3mkZuLRvF3YOWQe37Q/P50HSXejf6Ouyr+D4MPbpkZA9PPzKHY/UbPTbiWS7VjI6hY8Ln5/LyqlqN5/enaAyxKFSaYDgYyCcZqtbxd3a3F05wExEnuzdfsoP3FWOzNs1zrVqFjLKH3NuGRtAPX2r0FrD+ZZ4AxFWAWsfJnR9NWN3mZXf4gSHu9gBwemDnjpR61lbToJXnmEQZizCIcn2z/pStFNHp5Hwg2SzMcjYTvGepph0Xv0mFxNHJI/7QXGB7KR+dYCC3ULu7AcfWGqtpSvtkwlBqEtwveQ3wjB8h4+PLJz1ryiHc6VcsxuLa371T4g6gNzzzWVX0XHmG/iKz3WcG+AaKYvJGAuDjC7gT9OlXtNhV4LyOJU3vEMrnyDqeavwg/EHnyOPap4otxfyRs/UYxz+dbNunc/ZMQLsfMGLockpRkEWT0A558hVn+0y2TRINJ0aKUF1i76UIuMH8Iz8/FRHSNG+JuiLWa5gMSNLmE5bK9MZ9yKh7T6Zpeo2N3qdzqc899HbnbI8ikMVGQvHvkfWl9RvI24xCVuc8xNtL0BGjMjyyEABGGBmmWKddFsne42NKuDK4PiYnkIPYe1J2kAHUogeoyR7nFW+0lxIFt42cEyEsx+X/WkCIyEDuAe0d9AuZLqd33lviWwYseEqoLYyfcmtZppI5HmkbSNOkclmb/fy5P3qroE8EqLBhyC/wCkizhTuXaT6jP8a8LmMlLOKzSQfq2NuZ2HsXbj86aoI9NcRe3BY4nl/qy2VoL2S91G9uN4W3SVe7hZv2tvmBxx8qRpZXnneaVy8kjFmY+ZJ5NMvbBrmWyspLiSWQo0ikySK5X8JwdvC8eXtSui5NaOjOSZGMDMl27xz08x60x9mO0mp6Oy28Q7+1Y7VhkP+7J81PpnyoAqlccc1IxI4JxyMj1pjW6SrU0lLFzIqtZH9pxHGXRTrd5LvV2leTvWWFAgxwOcnA6Dn51Jawy2WonSorFrId2S8jjcZB5HPmM4/lSvDqc1reCewka1kViUKHy9CPMfP1roOido27RWctvNY/46BQQ8f4CScZB6j5H868vrK9Zo6ssua/r2/Exkqt5Pu937xYt7++keJbpkKxyFdqLgqRkY/L866XoEgnt45GJ25G3oPOlF9Oijl7y6sys7jLZJG4+vHFWLe5Nsf0DsmDnHPH0Na+lr3afCkflFHXDdsS1quvXUGrXwivI4U+IdQmzJAU7eefavKFz2lpczyTzwiSWVy7sWIyTz617VDpLfmXDpKUJRJlZhgNkDFEpbd4GVZAMOgZSGyGB86BWVycRYBZk3IR1zwP4Uxw94ujaeJUywMhQeezw/x6U6LtwDDsZRkKkgwjYO+l9mtU1RcLNIhgg+Z4B+5/8ArXKk7Ps/IuT8ynJ9+tdk122t002y0q5UuIlEsiqSAWwR/FvvVWKztPhlENpDwwJXaOnn1rx/UuqlLyq+Jv6HRr6G9x3nKYtEmtp45kmRihz4hjNS6jpw1JYQ0ckbx5GVI5B8q6p8Mmx2+GtUkVcoyoD4vT+vWte53qjXFtau5A3EoOPXFIL1izHaHbSVbsgGcxtre5tLhXTLBOCA3OD9qYbxluUadVluS2C8b3DBI28/Aozz1pshtoiW3WNoMgDIUH+vKpREUgiKWdsZQ3iVQo4+dGq661fBXP5xa3p1Z+xkRQj027v9Ke3FrhWfIEVsI1QbSPPknkdaBf7D60jYSHcM4BIxXVJbmVJSI1j7ojAzjOfX+vSt49RuigHd26nbztI68/y/Oqr1/VK5dMAfrJGhUIFK5nLF7F68f/LIP+KTFSr2E1yQ+KO3UDzaWuk3F1ciRXUoy7PEu4firX42XOMR455BwR1/l+dXP/J+pf2kfpOHTaj/AGmItt/ZzfMQZrm3i9QoZj/Cm/s52at9BWYxzSSyyhQ7MAAAM4wPrU51OQMNypj9bDeXmRU7TzTr+gt5D742j7nApDWdV6hrENdre0/GIarRVVHcBiWdTjhutEuEfaJYRvifFciZ9xlZ8bmbrXTZLK9uYWieRYUcYJzuOPl/Ohv/AGe200bNFqjJITwHUdf6961+hdTqoQ12tzEtfpSWykQhg9AK9pjvexmr2MvdiKOcEZDo4A/Osr1A6loyPtiZnoWfEXLBiI2IJBDKQR5U66I7S3tt3rF8TRAbjnjcOKysqml/p1+kNqfvj9Yc7Qf98XP0/wDytUYmOGGTjjzrysr59r/v3+s9Xpf6dPpJG8qhlZsfiPT1rKylY3NCzZHiP3qSNmx+I/esrK7zJPabSE461XVjuXk9aysqw7ThPUY7up61R1J3VhtZh8jWVlXTuJzdowdnkVbOKRVAcrywHJopknJJyc15WUrqO8yrPvDPTW46CsrKT8yDJcnaBngdB6VlZWVoDtKr2n//2Q==",
Harry And The Robots,harry and the robots,Ian Whybrow,"When Harry's toy robot stops marching, he sends it to the robot hospital to be fixed.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421601098l/24563116.jpg,Childrens>Picture Books;Science Fiction>Robots;Fiction;Childrens;Health
Harry Potter And The Chamber Of Secrets,harry potter and the chamber of secrets,J. K. Rowling,"When the Chamber of Secrets is opened again at the Hogwarts School for Witchcraft and Wizardry, second-year student Harry Potter finds himself in danger from a dark power that has once more been released on the school.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SY475_.jpg,Fantasy;Fiction;Young Adult;Fantasy>Magic;Childrens;Childrens>Middle Grade;Audiobook;Adventure;Classics;Science Fiction Fantasy
Harry Potter And The Cursed Child,harry potter and the cursed child,J. K. Rowling,"As an overworked employee of the Ministry of Magic, a husband, and a father, Harry Potter struggles with a past that refuses to stay where it belongs while his youngest son, Albus, finds the weight of the family legacy difficult to bear.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470082995l/29056083._SY475_.jpg,Fantasy;Fiction;Young Adult;Plays;Fantasy>Magic;Adventure;Childrens>Middle Grade;Drama;Science Fiction>Time Travel;Childrens
Harry Potter And The Deathly Hallows,harry potter and the deathly hallows,J. K. Rowling,"The seventh and final book of the blockbuster Harry Potter series follows the wizard's last year at Hogwarts School of Witchcraft and Wizardry. 12,000,000 first printing.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY475_.jpg,Young Adult;Fiction;Fantasy>Magic;Childrens;Adventure;Audiobook;Childrens>Middle Grade;Classics;Science Fiction Fantasy;Novels
Harry Potter And The Goblet Of Fire,harry potter and the goblet of fire,J. K. Rowling,"Fourteen-year-old Harry Potter joins the Weasleys at the Quidditch World Cup, then enters his fourth year at Hogwarts Academy where he is mysteriously entered in an unusual contest that challenges his wizarding skills, friendships and ...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6.jpg,Fantasy;Young Adult;Fiction;Fantasy>Magic;Childrens;Adventure;Childrens>Middle Grade;Audiobook;Classics;Science Fiction Fantasy
Harry Potter And The Half-Blood Prince,harry potter and the half-blood prince,J.K. Rowling,"With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303l/1._SX318_.jpg,Fantasy;Young Adult;Fiction;Fantasy>Magic;Childrens;Adventure;Audiobook;Childrens>Middle Grade;Classics;Science Fiction Fantasy
Harry Potter And The Order Of The Phoenix,harry potter and the order of the phoenix,J. K. Rowling,"This gorgeous new edition in celebration of the 20th anniversary of the publication of Harry Potter and the Sorcerer's Stone features a newly designed cover illustrated by Caldecott Medalist Brian Selznick, as well as the beloved original ...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265l/2.jpg,Fantasy;Young Adult;Fiction;Fantasy>Magic;Childrens;Adventure;Audiobook;Childrens>Middle Grade;Classics;Science Fiction Fantasy
Harry Potter And The Philosopher'S Stone,harry potter and the philosopher's stone,J. K. Rowling,"An incredible adventure is about to begin!These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry ...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SY475_.jpg,Fantasy;Fiction;Young Adult;Fantasy>Magic;Childrens;Childrens>Middle Grade;Classics;Adventure;Audiobook;Science Fiction Fantasy
Harry Potter And The Prisoner Of Azkaban,harry potter and the prisoner of azkaban,J. K. Rowling,Harry Potter must confront the devious and dangerous wizard responsible for his parents' deaths.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330l/5._SY475_.jpg,Fantasy;Young Adult;Fiction;Fantasy>Magic;Childrens;Childrens>Middle Grade;Adventure;Audiobook;Classics;Science Fiction Fantasy
Harry Potter And The Sorcerer'S Stone,harry potter and the sorcerer's stone,J. K. Rowling,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School for Wizards and Witches.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SY475_.jpg,Fantasy;Fiction;Young Adult;Fantasy>Magic;Childrens;Childrens>Middle Grade;Classics;Adventure;Audiobook;Science Fiction Fantasy
Harsha,harsha, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642521564l/60153862._SX318_.jpg,
Hathi Or Kutha,hathi or kutha,Badari Narayan, , ,
Hau Hau Happ,hau hau happ, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423486096l/22609453.jpg,Thriller;Mystery;Fiction;Suspense;Thriller>Mystery Thriller;Fantasy>Paranormal;Audiobook;Thriller>Psychological Thriller;Horror;Fantasy
Hava Kaha Rahthi He,Hava Kaha rahthi he,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328289671l/13451113.jpg,Fiction;Cultural>India;Magical Realism;Novels
Hazel Raids The Farm,hazel raids the farm,Diane Redmond,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181674958l/1178941._SX318_.jpg,
"Hello, Crabby","hello, crabby",Jonathan Fenske,"Take a sick day with the ocean's crankiest crab! Pick a book. Grow a Reader! This series is part of Scholastic's early reader line, Acorn, aimed at children who are learning to read.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549837924l/40903639.jpg,Childrens>Picture Books;Humor;Sequential Art>Graphic Novels;Animals;Fiction;Childrens;Childrens>Juvenile;Psychology>Emotion;Fantasy;Childrens>Chapter Books
Helping Hands,helping hands, , , ,
Henry And Mudge And The Bedtime Thumbs,henry and mudge and the bedtime thumbs,Cynthia Rylant,Level 2 Ready-to-Read Henry and his 180-pound dog Mudge are best friends forever. And in this ninth book of their adventures they spend a scary night together at Henry's grandmother's house in the country.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180529646l/1050779._SX318_.jpg,Childrens;Childrens>Picture Books;Animals>Dogs;Fiction;Childrens>Chapter Books;Family;Humor;Kids
Henry Iv Part 2,henry iv part 2,William Shakespeare,"More troubled and troubling than King Henry IV Part 1, the play continues the story of King Henry's decline and Hal's reform.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810541l/34431.jpg,Plays;Classics;Drama;Fiction;Historical>Historical Fiction;Plays>Theatre;Poetry;Literature;Historical;European Literature>British Literature
Hen'S Pens,hen's pens,Phil Roxbee Cox,Hen has ten new pens which she uses to draw on other things when the paper runs out.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348290712l/2128789.jpg,Childrens;Childrens>Picture Books;Teaching
Here Come The Aliens!,here come the aliens!,Colin McNaughton,"In this colourful picture book, the aliens are coming - in all shapes and sizes. But something frightens them off, and they vanish forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173904123l/343292._SX318_.jpg,Childrens>Picture Books;Childrens;Science Fiction>Aliens;Humor;Poetry;Science Fiction;Fiction
Here Comes Mr Bump,here comes mr bump,Roger Hargreaves,"Digitally available for the first time, these bright, charming books, with their easily recognizable characters, are easy enough for young readers and witty enough for adults.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388473292l/8014.jpg,Childrens;Childrens>Picture Books;Fiction;Classics;Childrens>Juvenile;Fantasy;Young Adult;Humor
Here Comes Spring,here comes spring, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1177632234l/722358._SX318_.jpg,Childrens>Picture Books
